TrialNumber,Average gross pay,HC bearing gross rock volume,HC pore volume,HC water contact - result,Productive area,Recoverable.Accumulation size Total Resources
2632,0,0,0,3166.59,0,0
4965,0,0,0,3166.59,0,0
1033,0,0,0,3166.59,0,0
389,0,0,0,3166.59,0,0
7373,0,0,0,3166.59,0,0
1562,0,0,0,3166.59,0,0
4160,0,0,0,3166.59,0,0
8166,0,0,0,3166.59,0,0
9057,0,0,0,3166.59,0,0
2274,0,0,0,3166.59,0,0
9456,0,0,0,3166.59,0,0
3284,0,0,0,3166.59,0,0
1702,0,0,0,3166.59,0,0
7846,0,0,0,3166.59,0,0
6615,0,0,0,3166.59,0,0
3746,0,0,0,3166.59,0,0
3823,0,0,0,3166.59,0,0
8715,0,0,0,3166.59,0,0
4518,0,0,0,3166.59,0,0
640,0,0,0,3166.59,0,0
8436,0,0,0,3166.59,0,0
2988,0,0,0,3166.59,0,0
6273,0,0,0,3166.59,0,0
9884,0,0,0,3166.59,0,0
7738,0,0,0,3166.59,0,0
8508,0,0,0,3166.59,0,0
8894,0,0,0,3166.59,0,0
1881,0,0,0,3166.59,0,0
8802,0,0,0,3166.59,0,0
9678,0,0,0,3166.59,0,0
119,0,0,0,3166.59,0,0
2453,0,0,0,3166.59,0,0
971,0,0,0,3166.59,0,0
2291,0,0,0,3166.59,0,0
5070,0,0,0,3166.59,0,0
2077,0,0,0,3166.59,0,0
6693,0,0,0,3166.59,0,0
5550,0,0,0,3166.59,0,0
7848,0,0,0,3166.59,0,0
1963,0,0,0,3166.59,0,0
4554,0,0,0,3166.59,0,0
8418,0,0,0,3166.59,0,0
1038,0,0,0,3166.59,0,0
2475,0,0,0,3166.59,0,0
1741,0,0,0,3166.59,0,0
2924,0,0,0,3166.59,0,0
4168,0,0,0,3166.59,0,0
4046,0,0,0,3166.59,0,0
3132,0,0,0,3166.59,0,0
2470,0,0,0,3166.59,0,0
4360,0,0,0,3166.59,0,0
2678,0,0,0,3166.59,0,0
1111,0,0,0,3166.59,0,0
5663,0,0,0,3166.59,0,0
5006,0,0,0,3166.59,0,0
6409,0,0,0,3166.59,0,0
5895,0,0,0,3166.59,0,0
299,0,0,0,3166.59,0,0
1031,0,0,0,3166.59,0,0
1418,0,0,0,3166.59,0,0
4843,0,0,0,3166.59,0,0
7073,0,0,0,3166.59,0,0
6908,0,0,0,3166.59,0,0
1462,0,0,0,3166.59,0,0
33,0,0,0,3166.59,0,0
2457,0,0,0,3166.59,0,0
292,0,0,0,3166.59,0,0
8000,0,0,0,3166.59,0,0
1163,0,0,0,3166.59,0,0
3624,0,0,0,3166.59,0,0
8422,0,0,0,3166.59,0,0
7417,0,0,0,3166.59,0,0
5146,0,0,0,3166.59,0,0
1277,0,0,0,3166.59,0,0
7513,0,0,0,3166.59,0,0
8730,0,0,0,3166.59,0,0
966,0,0,0,3166.59,0,0
8294,0,0,0,3166.59,0,0
2971,0,0,0,3166.59,0,0
8562,0,0,0,3166.59,0,0
3705,0,0,0,3166.59,0,0
4111,0,0,0,3166.59,0,0
4935,0,0,0,3166.59,0,0
3623,0,0,0,3166.59,0,0
5667,0,0,0,3166.59,0,0
7222,0,0,0,3166.59,0,0
9240,0,0,0,3166.59,0,0
9806,0,0,0,3166.59,0,0
7437,0,0,0,3166.59,0,0
2233,0,0,0,3166.59,0,0
719,0,0,0,3166.59,0,0
8764,23.3329,23.1702,2.2286,3360.43,0.99303,2.43673
3505,0,0,0,3166.59,0,0
7253,0,0,0,3166.59,0,0
8686,0,0,0,3166.59,0,0
1814,0,0,0,3166.59,0,0
9239,0,0,0,3166.59,0,0
9990,0,0,0,3166.59,0,0
6484,0,0,0,3166.59,0,0
5454,0,0,0,3166.59,0,0
8784,0,0,0,3166.59,0,0
5388,0,0,0,3166.59,0,0
7309,0,0,0,3166.59,0,0
8210,0,0,0,3166.59,0,0
5539,0,0,0,3166.59,0,0
354,0,0,0,3166.59,0,0
1215,0,0,0,3166.59,0,0
2352,0,0,0,3166.59,0,0
5014,0,0,0,3166.59,0,0
1595,0,0,0,3166.59,0,0
8925,0,0,0,3166.59,0,0
8054,0,0,0,3166.59,0,0
2606,0,0,0,3166.59,0,0
4837,0,0,0,3166.59,0,0
752,0,0,0,3166.59,0,0
8951,0,0,0,3166.59,0,0
9489,0,0,0,3166.59,0,0
9329,0,0,0,3166.59,0,0
247,0,0,0,3166.59,0,0
9071,0,0,0,3166.59,0,0
7873,24.6295,35.8244,2.84668,3419.84,1.45453,3.24929
6945,0,0,0,3166.59,0,0
1170,0,0,0,3166.59,0,0
7009,0,0,0,3166.59,0,0
4972,0,0,0,3166.59,0,0
811,0,0,0,3166.59,0,0
2648,0,0,0,3166.59,0,0
2552,0,0,0,3166.59,0,0
5193,0,0,0,3166.59,0,0
5313,0,0,0,3166.59,0,0
4571,0,0,0,3166.59,0,0
4822,0,0,0,3166.59,0,0
9933,0,0,0,3166.59,0,0
9951,0,0,0,3166.59,0,0
9672,0,0,0,3166.59,0,0
807,0,0,0,3166.59,0,0
9930,0,0,0,3166.59,0,0
9520,0,0,0,3166.59,0,0
4525,25.4133,49.4747,4.46005,3467.88,1.9468,4.79943
8835,0,0,0,3166.59,0,0
1559,0,0,0,3166.59,0,0
5600,0,0,0,3166.59,0,0
412,0,0,0,3166.59,0,0
4246,0,0,0,3166.59,0,0
3404,0,0,0,3166.59,0,0
1516,0,0,0,3166.59,0,0
2053,0,0,0,3166.59,0,0
2759,0,0,0,3166.59,0,0
8359,0,0,0,3166.59,0,0
1299,0,0,0,3166.59,0,0
753,0,0,0,3166.59,0,0
7408,0,0,0,3166.59,0,0
2439,0,0,0,3166.59,0,0
9732,0,0,0,3166.59,0,0
7841,0,0,0,3166.59,0,0
7511,0,0,0,3166.59,0,0
730,0,0,0,3166.59,0,0
8840,0,0,0,3166.59,0,0
8163,0,0,0,3166.59,0,0
6777,0,0,0,3166.59,0,0
3806,0,0,0,3166.59,0,0
8216,0,0,0,3166.59,0,0
5815,0,0,0,3166.59,0,0
1088,0,0,0,3166.59,0,0
3320,22.9274,49.6223,4.32259,3476.92,2.16432,5.02261
4072,0,0,0,3166.59,0,0
2639,0,0,0,3166.59,0,0
862,0,0,0,3166.59,0,0
8116,0,0,0,3166.59,0,0
7099,0,0,0,3166.59,0,0
7231,0,0,0,3166.59,0,0
39,0,0,0,3166.59,0,0
5123,0,0,0,3166.59,0,0
7356,0,0,0,3166.59,0,0
7548,0,0,0,3166.59,0,0
2049,0,0,0,3166.59,0,0
9843,0,0,0,3166.59,0,0
1059,0,0,0,3166.59,0,0
8223,0,0,0,3166.59,0,0
3722,0,0,0,3166.59,0,0
2176,0,0,0,3166.59,0,0
546,0,0,0,3166.59,0,0
3654,0,0,0,3166.59,0,0
7287,0,0,0,3166.59,0,0
5524,0,0,0,3166.59,0,0
6845,0,0,0,3166.59,0,0
1209,0,0,0,3166.59,0,0
183,0,0,0,3166.59,0,0
6764,0,0,0,3166.59,0,0
1584,0,0,0,3166.59,0,0
2170,0,0,0,3166.59,0,0
1787,0,0,0,3166.59,0,0
7217,0,0,0,3166.59,0,0
3484,0,0,0,3166.59,0,0
2445,0,0,0,3166.59,0,0
9947,0,0,0,3166.59,0,0
2432,0,0,0,3166.59,0,0
6403,0,0,0,3166.59,0,0
8995,0,0,0,3166.59,0,0
6838,0,0,0,3166.59,0,0
4004,0,0,0,3166.59,0,0
3617,0,0,0,3166.59,0,0
2328,0,0,0,3166.59,0,0
7900,0,0,0,3166.59,0,0
2831,0,0,0,3166.59,0,0
6124,0,0,0,3166.59,0,0
7168,0,0,0,3166.59,0,0
5051,0,0,0,3166.59,0,0
7981,0,0,0,3166.59,0,0
580,0,0,0,3166.59,0,0
9419,0,0,0,3166.59,0,0
9050,0,0,0,3166.59,0,0
3682,0,0,0,3166.59,0,0
6650,0,0,0,3166.59,0,0
5970,0,0,0,3166.59,0,0
5018,0,0,0,3166.59,0,0
4508,0,0,0,3166.59,0,0
4929,0,0,0,3166.59,0,0
650,0,0,0,3166.59,0,0
7544,0,0,0,3166.59,0,0
7596,0,0,0,3166.59,0,0
2689,0,0,0,3166.59,0,0
9912,0,0,0,3166.59,0,0
6445,0,0,0,3166.59,0,0
7342,27.3209,41.8724,3.02303,3429.83,1.53262,3.46097
2314,0,0,0,3166.59,0,0
1479,0,0,0,3166.59,0,0
6261,0,0,0,3166.59,0,0
4946,0,0,0,3166.59,0,0
3232,0,0,0,3166.59,0,0
664,0,0,0,3166.59,0,0
3886,22.8748,49.1731,3.79226,3476.37,2.14966,4.33284
1754,0,0,0,3166.59,0,0
6438,0,0,0,3166.59,0,0
6020,0,0,0,3166.59,0,0
6056,0,0,0,3166.59,0,0
416,0,0,0,3166.59,0,0
3227,0,0,0,3166.59,0,0
8071,0,0,0,3166.59,0,0
7875,0,0,0,3166.59,0,0
311,0,0,0,3166.59,0,0
5402,0,0,0,3166.59,0,0
1435,0,0,0,3166.59,0,0
7090,0,0,0,3166.59,0,0
8917,0,0,0,3166.59,0,0
8110,0,0,0,3166.59,0,0
4727,0,0,0,3166.59,0,0
1094,0,0,0,3166.59,0,0
3175,0,0,0,3166.59,0,0
98,0,0,0,3166.59,0,0
2748,0,0,0,3166.59,0,0
559,0,0,0,3166.59,0,0
7717,0,0,0,3166.59,0,0
8540,0,0,0,3166.59,0,0
1477,0,0,0,3166.59,0,0
8363,0,0,0,3166.59,0,0
9991,0,0,0,3166.59,0,0
6976,0,0,0,3166.59,0,0
3769,0,0,0,3166.59,0,0
604,23.9163,50.3559,3.62765,3474.71,2.1055,4.26724
9913,0,0,0,3166.59,0,0
7569,0,0,0,3166.59,0,0
8109,0,0,0,3166.59,0,0
1747,0,0,0,3166.59,0,0
5889,0,0,0,3166.59,0,0
5078,0,0,0,3166.59,0,0
2485,0,0,0,3166.59,0,0
5652,0,0,0,3166.59,0,0
1171,0,0,0,3166.59,0,0
8648,0,0,0,3166.59,0,0
8337,0,0,0,3166.59,0,0
1945,0,0,0,3166.59,0,0
1627,0,0,0,3166.59,0,0
2547,0,0,0,3166.59,0,0
9426,0,0,0,3166.59,0,0
6594,0,0,0,3166.59,0,0
9695,0,0,0,3166.59,0,0
124,0,0,0,3166.59,0,0
850,0,0,0,3166.59,0,0
2180,0,0,0,3166.59,0,0
3606,0,0,0,3166.59,0,0
6913,0,0,0,3166.59,0,0
9522,0,0,0,3166.59,0,0
9188,0,0,0,3166.59,0,0
3116,0,0,0,3166.59,0,0
9453,0,0,0,3166.59,0,0
4888,0,0,0,3166.59,0,0
5567,0,0,0,3166.59,0,0
7678,0,0,0,3166.59,0,0
4166,0,0,0,3166.59,0,0
2130,0,0,0,3166.59,0,0
4224,0,0,0,3166.59,0,0
9768,0,0,0,3166.59,0,0
3033,0,0,0,3166.59,0,0
8121,0,0,0,3166.59,0,0
6789,0,0,0,3166.59,0,0
8324,0,0,0,3166.59,0,0
3808,0,0,0,3166.59,0,0
4431,0,0,0,3166.59,0,0
8720,0,0,0,3166.59,0,0
9,0,0,0,3166.59,0,0
6292,0,0,0,3166.59,0,0
492,0,0,0,3166.59,0,0
3398,0,0,0,3166.59,0,0
4167,0,0,0,3166.59,0,0
4155,0,0,0,3166.59,0,0
4380,0,0,0,3166.59,0,0
8456,0,0,0,3166.59,0,0
1039,0,0,0,3166.59,0,0
3750,0,0,0,3166.59,0,0
6259,0,0,0,3166.59,0,0
6089,0,0,0,3166.59,0,0
2467,0,0,0,3166.59,0,0
1598,25.4856,43.0878,3.4295,3448.79,1.69067,3.9451
6344,0,0,0,3166.59,0,0
9014,0,0,0,3166.59,0,0
6501,0,0,0,3166.59,0,0
2921,0,0,0,3166.59,0,0
8252,0,0,0,3166.59,0,0
4125,0,0,0,3166.59,0,0
7817,0,0,0,3166.59,0,0
5971,0,0,0,3166.59,0,0
8220,0,0,0,3166.59,0,0
5436,0,0,0,3166.59,0,0
8921,0,0,0,3166.59,0,0
2329,0,0,0,3166.59,0,0
2272,0,0,0,3166.59,0,0
8099,21.96,51.0733,4.91137,3483.65,2.32574,5.92025
2047,0,0,0,3166.59,0,0
5351,0,0,0,3166.59,0,0
9090,0,0,0,3166.59,0,0
2428,0,0,0,3166.59,0,0
6200,0,0,0,3166.59,0,0
4319,0,0,0,3166.59,0,0
3776,0,0,0,3166.59,0,0
6504,0,0,0,3166.59,0,0
934,0,0,0,3166.59,0,0
9283,0,0,0,3166.59,0,0
4316,0,0,0,3166.59,0,0
6531,0,0,0,3166.59,0,0
480,0,0,0,3166.59,0,0
2725,0,0,0,3166.59,0,0
9143,29.8983,43.1478,3.37269,3418.49,1.44315,3.73471
1645,0,0,0,3166.59,0,0
5719,0,0,0,3166.59,0,0
911,0,0,0,3166.59,0,0
1290,0,0,0,3166.59,0,0
9570,0,0,0,3166.59,0,0
8661,0,0,0,3166.59,0,0
9985,0,0,0,3166.59,0,0
4949,0,0,0,3166.59,0,0
2394,0,0,0,3166.59,0,0
2954,0,0,0,3166.59,0,0
2312,0,0,0,3166.59,0,0
2452,0,0,0,3166.59,0,0
8959,0,0,0,3166.59,0,0
134,23.6697,33.415,3.59818,3414.77,1.41172,3.87791
5535,0,0,0,3166.59,0,0
1689,0,0,0,3166.59,0,0
4689,0,0,0,3166.59,0,0
5558,0,0,0,3166.59,0,0
6714,0,0,0,3166.59,0,0
6408,0,0,0,3166.59,0,0
4574,0,0,0,3166.59,0,0
5665,0,0,0,3166.59,0,0
4621,0,0,0,3166.59,0,0
1412,0,0,0,3166.59,0,0
6849,0,0,0,3166.59,0,0
7483,0,0,0,3166.59,0,0
1605,0,0,0,3166.59,0,0
7174,0,0,0,3166.59,0,0
5364,0,0,0,3166.59,0,0
9950,0,0,0,3166.59,0,0
7624,0,0,0,3166.59,0,0
2908,25.5353,29.7825,3.40445,3379.17,1.16633,3.62042
5349,0,0,0,3166.59,0,0
3129,0,0,0,3166.59,0,0
9521,0,0,0,3166.59,0,0
7091,0,0,0,3166.59,0,0
7683,0,0,0,3166.59,0,0
5835,0,0,0,3166.59,0,0
2513,0,0,0,3166.59,0,0
9469,0,0,0,3166.59,0,0
5250,0,0,0,3166.59,0,0
5403,0,0,0,3166.59,0,0
8795,0,0,0,3166.59,0,0
6924,0,0,0,3166.59,0,0
3781,0,0,0,3166.59,0,0
5643,0,0,0,3166.59,0,0
2809,0,0,0,3166.59,0,0
2752,0,0,0,3166.59,0,0
1172,0,0,0,3166.59,0,0
9038,0,0,0,3166.59,0,0
6112,0,0,0,3166.59,0,0
2135,0,0,0,3166.59,0,0
9932,0,0,0,3166.59,0,0
788,0,0,0,3166.59,0,0
7571,0,0,0,3166.59,0,0
9756,0,0,0,3166.59,0,0
9826,0,0,0,3166.59,0,0
8880,0,0,0,3166.59,0,0
8474,0,0,0,3166.59,0,0
4120,0,0,0,3166.59,0,0
5373,0,0,0,3166.59,0,0
7007,0,0,0,3166.59,0,0
2557,0,0,0,3166.59,0,0
2397,0,0,0,3166.59,0,0
6739,0,0,0,3166.59,0,0
4339,0,0,0,3166.59,0,0
467,0,0,0,3166.59,0,0
2134,25.8624,60.7635,5.08302,3484.74,2.34949,5.79071
9017,0,0,0,3166.59,0,0
8472,0,0,0,3166.59,0,0
1376,0,0,0,3166.59,0,0
6802,0,0,0,3166.59,0,0
2331,0,0,0,3166.59,0,0
6488,0,0,0,3166.59,0,0
1018,0,0,0,3166.59,0,0
4782,0,0,0,3166.59,0,0
9549,0,0,0,3166.59,0,0
2845,0,0,0,3166.59,0,0
3995,0,0,0,3166.59,0,0
6241,0,0,0,3166.59,0,0
2916,0,0,0,3166.59,0,0
4284,0,0,0,3166.59,0,0
8406,0,0,0,3166.59,0,0
2909,0,0,0,3166.59,0,0
3720,0,0,0,3166.59,0,0
9820,0,0,0,3166.59,0,0
5050,0,0,0,3166.59,0,0
1882,0,0,0,3166.59,0,0
810,25.6307,47.6326,4.9916,3462.21,1.85842,5.81944
5975,0,0,0,3166.59,0,0
5054,0,0,0,3166.59,0,0
2373,0,0,0,3166.59,0,0
488,0,0,0,3166.59,0,0
8195,0,0,0,3166.59,0,0
6557,0,0,0,3166.59,0,0
9740,0,0,0,3166.59,0,0
1000,0,0,0,3166.59,0,0
9938,0,0,0,3166.59,0,0
8788,0,0,0,3166.59,0,0
9874,0,0,0,3166.59,0,0
9400,0,0,0,3166.59,0,0
1180,0,0,0,3166.59,0,0
6345,0,0,0,3166.59,0,0
4624,0,0,0,3166.59,0,0
1626,0,0,0,3166.59,0,0
8005,0,0,0,3166.59,0,0
9859,0,0,0,3166.59,0,0
7110,26.6611,43.4687,4.69211,3442.19,1.63041,5.24027
4810,26.0949,32.8796,3.18297,3393.94,1.26,3.36593
5091,0,0,0,3166.59,0,0
1563,0,0,0,3166.59,0,0
9346,25.9154,42.763,4.20919,3444.35,1.6501,4.8307
221,0,0,0,3166.59,0,0
9446,0,0,0,3166.59,0,0
2058,0,0,0,3166.59,0,0
840,0,0,0,3166.59,0,0
4557,0,0,0,3166.59,0,0
6471,0,0,0,3166.59,0,0
718,0,0,0,3166.59,0,0
5614,0,0,0,3166.59,0,0
7293,0,0,0,3166.59,0,0
796,0,0,0,3166.59,0,0
5712,0,0,0,3166.59,0,0
7195,27.9154,36.0856,3.33916,3399.21,1.29268,3.95325
2250,0,0,0,3166.59,0,0
2928,0,0,0,3166.59,0,0
8095,0,0,0,3166.59,0,0
9444,0,0,0,3166.59,0,0
7111,0,0,0,3166.59,0,0
3062,0,0,0,3166.59,0,0
6254,0,0,0,3166.59,0,0
7644,0,0,0,3166.59,0,0
5556,0,0,0,3166.59,0,0
2207,0,0,0,3166.59,0,0
571,0,0,0,3166.59,0,0
4045,24.3255,39.3841,3.83578,3440.95,1.61905,4.46461
1295,0,0,0,3166.59,0,0
3397,0,0,0,3166.59,0,0
9102,31.7316,48.2367,3.91887,3428.24,1.52015,4.84995
6204,0,0,0,3166.59,0,0
9477,0,0,0,3166.59,0,0
8340,0,0,0,3166.59,0,0
2772,0,0,0,3166.59,0,0
4887,0,0,0,3166.59,0,0
7050,0,0,0,3166.59,0,0
8629,0,0,0,3166.59,0,0
2310,0,0,0,3166.59,0,0
1391,0,0,0,3166.59,0,0
3396,0,0,0,3166.59,0,0
6720,0,0,0,3166.59,0,0
1874,0,0,0,3166.59,0,0
2364,0,0,0,3166.59,0,0
5973,0,0,0,3166.59,0,0
8850,0,0,0,3166.59,0,0
9981,0,0,0,3166.59,0,0
5273,0,0,0,3166.59,0,0
4740,29.6078,48.6893,3.9826,3443.73,1.64447,4.45062
5571,0,0,0,3166.59,0,0
3788,0,0,0,3166.59,0,0
6792,0,0,0,3166.59,0,0
1480,0,0,0,3166.59,0,0
5426,0,0,0,3166.59,0,0
8936,0,0,0,3166.59,0,0
4676,0,0,0,3166.59,0,0
3146,0,0,0,3166.59,0,0
1231,0,0,0,3166.59,0,0
8264,0,0,0,3166.59,0,0
4057,0,0,0,3166.59,0,0
2891,0,0,0,3166.59,0,0
6115,0,0,0,3166.59,0,0
4842,0,0,0,3166.59,0,0
4310,0,0,0,3166.59,0,0
1705,0,0,0,3166.59,0,0
8273,0,0,0,3166.59,0,0
2463,0,0,0,3166.59,0,0
6121,0,0,0,3166.59,0,0
2736,0,0,0,3166.59,0,0
8519,0,0,0,3166.59,0,0
9196,0,0,0,3166.59,0,0
5026,0,0,0,3166.59,0,0
8119,0,0,0,3166.59,0,0
3969,0,0,0,3166.59,0,0
3530,0,0,0,3166.59,0,0
2673,0,0,0,3166.59,0,0
2340,0,0,0,3166.59,0,0
2070,28.6772,37.4853,3.50283,3401.29,1.30714,4.08686
6985,0,0,0,3166.59,0,0
56,35.7756,74.2363,4.57673,3473.57,2.07505,5.09426
4297,0,0,0,3166.59,0,0
3865,0,0,0,3166.59,0,0
1879,0,0,0,3166.59,0,0
9093,0,0,0,3166.59,0,0
7763,0,0,0,3166.59,0,0
7558,0,0,0,3166.59,0,0
1740,0,0,0,3166.59,0,0
1108,0,0,0,3166.59,0,0
9556,0,0,0,3166.59,0,0
883,24.5391,30.4373,3.10804,3390.77,1.24036,3.45276
2348,0,0,0,3166.59,0,0
7170,0,0,0,3166.59,0,0
551,0,0,0,3166.59,0,0
7289,0,0,0,3166.59,0,0
6186,0,0,0,3166.59,0,0
954,0,0,0,3166.59,0,0
3422,0,0,0,3166.59,0,0
2593,26.0978,40.2379,3.7444,3431.03,1.54181,4.24812
1990,0,0,0,3166.59,0,0
3070,0,0,0,3166.59,0,0
7631,0,0,0,3166.59,0,0
3571,0,0,0,3166.59,0,0
9358,0,0,0,3166.59,0,0
4597,0,0,0,3166.59,0,0
3341,0,0,0,3166.59,0,0
9218,0,0,0,3166.59,0,0
5572,0,0,0,3166.59,0,0
1449,0,0,0,3166.59,0,0
9745,26.3691,52.1865,5.64902,3469.95,1.97908,6.17117
2324,27.9563,53.1521,5.10105,3464.96,1.90126,5.63508
1345,0,0,0,3166.59,0,0
9168,0,0,0,3166.59,0,0
5242,23.605,45.2338,3.86711,3465.92,1.91628,4.54021
2894,0,0,0,3166.59,0,0
6064,0,0,0,3166.59,0,0
669,0,0,0,3166.59,0,0
3317,26.9569,67.4121,5.07775,3491.37,2.50074,5.90262
6797,0,0,0,3166.59,0,0
7703,0,0,0,3166.59,0,0
7617,0,0,0,3166.59,0,0
8575,0,0,0,3166.59,0,0
8193,0,0,0,3166.59,0,0
5904,0,0,0,3166.59,0,0
6194,0,0,0,3166.59,0,0
8823,0,0,0,3166.59,0,0
7600,0,0,0,3166.59,0,0
8057,0,0,0,3166.59,0,0
7484,0,0,0,3166.59,0,0
5960,24.6998,40.2635,3.64356,3442.16,1.63012,4.43628
3169,0,0,0,3166.59,0,0
2367,0,0,0,3166.59,0,0
1149,0,0,0,3166.59,0,0
4849,0,0,0,3166.59,0,0
5456,0,0,0,3166.59,0,0
2601,0,0,0,3166.59,0,0
2649,0,0,0,3166.59,0,0
837,0,0,0,3166.59,0,0
8394,0,0,0,3166.59,0,0
4649,0,0,0,3166.59,0,0
4129,0,0,0,3166.59,0,0
8798,0,0,0,3166.59,0,0
5003,0,0,0,3166.59,0,0
7745,0,0,0,3166.59,0,0
3195,0,0,0,3166.59,0,0
8306,0,0,0,3166.59,0,0
6904,0,0,0,3166.59,0,0
733,0,0,0,3166.59,0,0
3597,0,0,0,3166.59,0,0
9681,26.5217,39.8102,3.67299,3425.79,1.50104,4.3606
7366,0,0,0,3166.59,0,0
4548,0,0,0,3166.59,0,0
3258,0,0,0,3166.59,0,0
524,0,0,0,3166.59,0,0
3546,0,0,0,3166.59,0,0
3595,0,0,0,3166.59,0,0
356,0,0,0,3166.59,0,0
5873,0,0,0,3166.59,0,0
1544,0,0,0,3166.59,0,0
723,0,0,0,3166.59,0,0
8082,0,0,0,3166.59,0,0
3784,0,0,0,3166.59,0,0
8160,0,0,0,3166.59,0,0
3842,0,0,0,3166.59,0,0
9395,0,0,0,3166.59,0,0
7983,0,0,0,3166.59,0,0
4422,0,0,0,3166.59,0,0
7405,0,0,0,3166.59,0,0
8973,0,0,0,3166.59,0,0
4006,25.9771,80.7735,5.94571,3513.88,3.10941,6.22289
6803,0,0,0,3166.59,0,0
7070,27.6502,54.2428,5.08969,3468.84,1.96175,6.32808
2706,0,0,0,3166.59,0,0
5356,0,0,0,3166.59,0,0
1789,0,0,0,3166.59,0,0
5334,0,0,0,3166.59,0,0
3297,0,0,0,3166.59,0,0
2548,0,0,0,3166.59,0,0
7076,23.7137,43.9084,4.6018,3461.78,1.85161,4.95086
8168,25.3086,45.9423,4.35534,3459.29,1.81528,4.74633
8696,0,0,0,3166.59,0,0
5647,0,0,0,3166.59,0,0
932,0,0,0,3166.59,0,0
5727,0,0,0,3166.59,0,0
2880,0,0,0,3166.59,0,0
913,0,0,0,3166.59,0,0
2275,0,0,0,3166.59,0,0
5739,0,0,0,3166.59,0,0
9998,0,0,0,3166.59,0,0
1957,0,0,0,3166.59,0,0
1915,0,0,0,3166.59,0,0
1579,0,0,0,3166.59,0,0
5272,0,0,0,3166.59,0,0
5952,0,0,0,3166.59,0,0
1526,0,0,0,3166.59,0,0
7626,0,0,0,3166.59,0,0
9712,0,0,0,3166.59,0,0
3065,0,0,0,3166.59,0,0
7232,0,0,0,3166.59,0,0
4156,0,0,0,3166.59,0,0
9910,0,0,0,3166.59,0,0
2006,0,0,0,3166.59,0,0
9043,0,0,0,3166.59,0,0
4146,0,0,0,3166.59,0,0
9976,0,0,0,3166.59,0,0
5940,0,0,0,3166.59,0,0
3568,0,0,0,3166.59,0,0
6750,25.6731,66.5346,4.73461,3494.73,2.5916,5.43604
7463,0,0,0,3166.59,0,0
3180,0,0,0,3166.59,0,0
4764,0,0,0,3166.59,0,0
6745,0,0,0,3166.59,0,0
1768,0,0,0,3166.59,0,0
3225,0,0,0,3166.59,0,0
9303,0,0,0,3166.59,0,0
8260,0,0,0,3166.59,0,0
2141,0,0,0,3166.59,0,0
5536,22.9239,51.2944,5.3576,3479.67,2.2376,6.40208
8312,0,0,0,3166.59,0,0
1304,0,0,0,3166.59,0,0
2371,28.1774,42.2553,3.85692,3425.6,1.49962,4.22191
2849,0,0,0,3166.59,0,0
449,0,0,0,3166.59,0,0
227,22.5267,48.3875,5.44963,3476.31,2.14801,6.1292
8526,0,0,0,3166.59,0,0
8919,0,0,0,3166.59,0,0
2832,0,0,0,3166.59,0,0
5137,0,0,0,3166.59,0,0
3717,0,0,0,3166.59,0,0
1416,0,0,0,3166.59,0,0
9018,0,0,0,3166.59,0,0
5290,0,0,0,3166.59,0,0
6937,0,0,0,3166.59,0,0
3410,22.5863,59.5654,5.48793,3496.41,2.63724,6.71459
5561,0,0,0,3166.59,0,0
1212,0,0,0,3166.59,0,0
9464,25.2601,51.3403,5.3807,3471.97,2.03246,6.61112
2212,0,0,0,3166.59,0,0
4721,0,0,0,3166.59,0,0
9656,0,0,0,3166.59,0,0
2804,0,0,0,3166.59,0,0
900,26.5155,56.2324,4.17236,3475.28,2.12073,4.79613
3155,0,0,0,3166.59,0,0
8944,0,0,0,3166.59,0,0
6617,0,0,0,3166.59,0,0
6833,35.5024,82.6231,5.49893,3483.72,2.32725,5.67479
7645,0,0,0,3166.59,0,0
4560,0,0,0,3166.59,0,0
9262,29.7888,38.9167,3.52464,3401.2,1.30642,4.13992
4180,0,0,0,3166.59,0,0
740,0,0,0,3166.59,0,0
7780,0,0,0,3166.59,0,0
8771,0,0,0,3166.59,0,0
5893,0,0,0,3166.59,0,0
7785,0,0,0,3166.59,0,0
756,0,0,0,3166.59,0,0
6317,0,0,0,3166.59,0,0
9941,0,0,0,3166.59,0,0
1577,0,0,0,3166.59,0,0
5045,29.5195,49.3603,5.02203,3446.76,1.67213,5.79339
1140,0,0,0,3166.59,0,0
7609,0,0,0,3166.59,0,0
8682,33.3883,49.4328,4.34957,3423.16,1.48054,4.96212
4873,24.5185,36.855,3.78007,3426.06,1.50315,4.15312
5669,0,0,0,3166.59,0,0
8950,0,0,0,3166.59,0,0
2510,28.9855,58.9287,5.69298,3472,2.03304,6.40508
2631,0,0,0,3166.59,0,0
9220,0,0,0,3166.59,0,0
3037,0,0,0,3166.59,0,0
6984,0,0,0,3166.59,0,0
2293,0,0,0,3166.59,0,0
3862,0,0,0,3166.59,0,0
8564,0,0,0,3166.59,0,0
3263,0,0,0,3166.59,0,0
4593,0,0,0,3166.59,0,0
3109,0,0,0,3166.59,0,0
3507,0,0,0,3166.59,0,0
3112,0,0,0,3166.59,0,0
9824,0,0,0,3166.59,0,0
1419,0,0,0,3166.59,0,0
5998,0,0,0,3166.59,0,0
2378,0,0,0,3166.59,0,0
8619,0,0,0,3166.59,0,0
5463,0,0,0,3166.59,0,0
6805,24.1992,47.2646,4.65985,3468.29,1.95314,5.27454
8430,0,0,0,3166.59,0,0
