TrialNumber,Accumulation size Dry Gas,Accumulation size Dry Gas,Accumulation size Dry Gas from Assoc. Gas,Accumulation size Dry Gas from Assoc. Gas,Accumulation size Dry Gas from Non Assoc. Gas,Accumulation size Dry Gas from Non Assoc. Gas,Accumulation size NGL,Accumulation size NGL,Accumulation size NGL from Assoc. Gas,Accumulation size NGL from Assoc. Gas,Accumulation size NGL from Non Assoc. Gas,Accumulation size NGL from Non Assoc. Gas,Average gross pay,Average net pay,Condensate yield,Depth of crest,Dry gas shrinkage factor,Expansion factor gas (1/Bg),Fraction HC gas losses / fuel use,Gas saturation,Gross rock volume - result,HC bearing gross rock volume,HC pore volume,HC water contact,HC water contact - result,Inplace.Accumulation size Assoc. Gas,Inplace.Accumulation size Condensate,Inplace.Accumulation size Gas,Inplace.Accumulation size HC liquid,Inplace.Accumulation size Non Assoc. Gas,Inplace.Accumulation size Oil,Inplace.Accumulation size Total Resources,Inplace.Yield factor Assoc. Gas,Inplace.Yield factor Condensate,Inplace.Yield factor Non Assoc. Gas,Inplace.Yield factor Oil,Net rock volume - result,Net/gross ratio,NGL yield from non-assoc. gas,Non Assoc. Gas gross rock volume,Non Assoc. Gas pore volume,Porosity,Productive area,Recoverable.Accumulation size Assoc. Gas,Recoverable.Accumulation size Condensate,Recoverable.Accumulation size Gas,Recoverable.Accumulation size HC liquid,Recoverable.Accumulation size Non Assoc. Gas,Recoverable.Accumulation size Oil,Recoverable.Accumulation size Total Resources,Recoverable.Yield factor Assoc. Gas,Recoverable.Yield factor Condensate,Recoverable.Yield factor Non Assoc. Gas,Recoverable.Yield factor Oil,Recovery factor Condensate,Recovery factor Non Assoc. Gas,Reservoir thickness,Spill point depth,Wet gas shrinkage factor
2823,70.986,48.2149,0,0,48.2149,70.986,0,0,0,0,0,0,40.7249,29.0468,17.5192,3554.13,0.94,261.802,0,0.806813,322.235,89.8937,8.16801,3478.53,3478.53,0,1.323,75.517,1.323,75.517,0,13.9661,0,20.6344,1177.82,0,64.1161,0.713243,0,89.8937,8.16801,0.157898,2.20734,0,0.685017,51.2924,0.685017,51.2924,0,9.27244,0,10.684,799.993,0,0.517777,0.679217,50.5653,3695,1
4981,101.364,65.8263,0,0,65.8263,101.364,0,0,0,0,0,0,39.6036,31.0318,17.1329,3499.1,0.94,257.794,0,0.830241,321.476,116.947,11.8447,3508.08,3508.08,0,1.8475,107.834,1.8475,107.834,0,19.9011,0,20.1615,1176.77,0,91.6351,0.783561,0,116.947,11.8447,0.15569,2.95294,0,0.985794,70.028,0.985794,70.028,0,12.71,0,10.7578,764.205,0,0.533583,0.649408,50.4434,3695,1
9978,94.355,68.2902,0,0,68.2902,94.355,0,0,0,0,0,0,28.6538,24.4789,17.8557,3483.89,0.94,251.76,0,0.840871,213.264,94.8676,11.29,3521.17,3521.17,0,1.79231,100.378,1.79231,100.378,0,18.5976,0,22.1149,1238.54,0,81.0453,0.8543,0,94.8676,11.29,0.165668,3.31082,0,0.96051,72.6491,0.96051,72.6491,0,13.1235,0,11.8515,896.401,0,0.535905,0.723758,33.1891,3695,1
5804,88.8009,64.0085,0,0,64.0085,88.8009,0,0,0,0,0,0,37.4026,27.3743,16.9046,3517.59,0.94,259.579,0,0.769369,297.137,115.377,10.3054,3512.96,3512.96,0,1.59696,94.4691,1.59696,94.4691,0,17.4131,0,18.9118,1118.74,0,84.4425,0.731883,0,115.377,10.3054,0.158624,3.08473,0,0.856568,68.0942,0.856568,68.0942,0,12.257,0,10.1438,806.397,0,0.536374,0.720809,46.5424,3695,1
7879,97.5264,67.6387,0,0,67.6387,97.5264,0,0,0,0,0,0,33.8497,30.8624,18.1933,3559.17,0.94,253.171,0,0.788775,259.527,112.796,11.6044,3521.86,3521.86,0,1.88758,103.751,1.88758,103.751,0,19.2578,0,18.3543,1008.85,0,102.842,0.911749,0,112.796,11.6044,0.143055,3.33226,0,1.05651,71.956,1.05651,71.956,0,13.1035,0,10.2732,699.678,0,0.559716,0.693542,40.5385,3695,1
2973,100.094,64.7145,0,0,64.7145,100.094,0,0,0,0,0,0,28.0574,23.4631,17.2377,3526.25,0.94,255.967,0,0.804849,207.933,102.541,11.7799,3531.97,3531.97,0,1.83552,106.483,1.83552,106.483,0,19.663,0,21.4055,1241.79,0,85.7499,0.836253,0,102.541,11.7799,0.170684,3.65467,0,0.973916,68.8452,0.973916,68.8452,0,12.5001,0,11.3576,802.861,0,0.530595,0.646538,32.3455,3695,1
6932,101.511,74.056,0,0,74.056,101.511,0,0,0,0,0,0,30.8311,22.8984,17.4418,3592.71,0.94,257.451,0,0.835208,232.355,116.568,11.8778,3535.48,3535.48,0,1.88355,107.99,1.88355,107.99,0,19.9634,0,21.7562,1247.36,0,86.5751,0.742704,0,116.568,11.8778,0.164266,3.78084,0,1.07968,78.783,1.07968,78.783,0,14.2696,0,12.471,909.996,0,0.573217,0.729538,36.2171,3695,1
6438,97.6006,73.7091,0,0,73.7091,97.6006,0,0,0,0,0,0,27.3125,20.3775,17.1436,3614.85,0.94,258.808,0,0.820218,202.765,111.695,11.3603,3543.8,3543.8,0,1.78002,103.83,1.78002,103.83,0,19.1634,0,21.36,1245.95,0,83.3342,0.746088,0,111.695,11.3603,0.166203,4.08952,0,0.92742,78.414,0.92742,78.414,0,14.0556,0,11.1289,940.958,0,0.521016,0.755212,31.5283,3695,1
8116,59.1745,41.7919,0,0,41.7919,59.1745,0,0,0,0,0,0,47.1875,34.9615,17.6582,3559.51,0.94,264.344,0,0.751605,345.847,74.5171,6.74343,3435.92,3435.92,0,1.11161,62.9516,1.11161,62.9516,0,11.651,0,20.1342,1140.22,0,55.2102,0.740906,0,74.5171,6.74343,0.162507,1.57917,0,0.602021,44.4595,0.602021,44.4595,0,8.04547,0,10.9042,805.277,0,0.541574,0.706249,54.3626,3695,1
4338,129.724,90.2319,0,0,90.2319,129.724,0,0,0,0,0,0,25.0345,20.6214,17.6076,3498.57,0.94,253.925,0,0.805559,169.567,145.134,15.3897,3599.64,3599.64,0,2.42992,138.004,2.42992,138.004,0,25.5347,0,20.3257,1154.37,0,119.549,0.823717,0,145.134,15.3897,0.159803,5.79736,0,1.37392,95.9914,1.37392,95.9914,0,17.4449,0,11.4925,802.942,0,0.565418,0.69557,26.297,3695,1
7092,95.8416,70.1938,0,0,70.1938,95.8416,0,0,0,0,0,0,30.3996,25.4751,17.4279,3363.44,0.94,252.851,0,0.776803,229.082,122.103,11.4184,3541.9,3541.9,0,1.77693,101.959,1.77693,101.959,0,18.847,0,17.3659,996.443,0,102.323,0.838007,0,122.103,11.4184,0.143655,4.0166,0,0.938127,74.6743,0.938127,74.6743,0,13.4402,0,9.16828,729.789,0,0.527948,0.732394,35.6973,3695,1
2165,88.5689,64.2008,0,0,64.2008,88.5689,0,0,0,0,0,0,38.0634,32.8405,17.8234,3435.38,0.94,257.51,0,0.716126,303.61,117.776,10.3611,3513.31,3513.31,0,1.67936,94.2223,1.67936,94.2223,0,17.4541,0,16.5267,927.25,0,101.615,0.862783,0,117.776,10.3611,0.142383,3.09419,0,0.846505,68.2987,0.846505,68.2987,0,12.2811,0,8.33054,672.134,0,0.504064,0.724868,47.5785,3695,1
7270,100.393,71.2181,0,0,71.2181,100.393,0,0,0,0,0,0,33.6737,28.1465,17.5537,3520.73,0.94,256.842,0,0.832877,264.427,90.8645,11.7748,3498.67,3498.67,0,1.87475,106.801,1.87475,106.801,0,19.7555,0,24.6841,1406.21,0,75.9499,0.835859,0,90.8645,11.7748,0.186143,2.69838,0,0.961506,75.764,0.961506,75.764,0,13.646,0,12.6597,997.552,0,0.512871,0.709393,41.3194,3695,1
6715,97.8849,70.096,0,0,70.096,97.8849,0,0,0,0,0,0,34.0198,25.4459,17.0891,3518.31,0.94,257.384,0,0.815209,260.958,115.792,11.4564,3524.17,3524.17,0,1.77954,104.133,1.77954,104.133,0,19.2136,0,20.5468,1202.33,0,86.6091,0.747973,0,115.792,11.4564,0.162262,3.40365,0,0.900826,74.5702,0.900826,74.5702,0,13.3854,0,10.4011,860.997,0,0.506214,0.716106,40.7665,3695,1
6093,92.1012,64.5506,0,0,64.5506,92.1012,0,0,0,0,0,0,39.0539,30.9026,17.5405,3584.08,0.94,259.308,0,0.855951,315.069,100.731,10.6996,3494.27,3494.27,0,1.71862,97.98,1.71862,97.98,0,18.1225,0,21.5617,1229.25,0,79.707,0.791281,0,100.731,10.6996,0.156827,2.5793,0,1.02095,68.6708,1.02095,68.6708,0,12.5179,0,12.8088,861.541,0,0.594054,0.700866,49.4153,3695,1
9714,93.2063,62.227,0,0,62.227,93.2063,0,0,0,0,0,0,39.5121,31.5647,17.3784,3438.43,0.94,255.684,0,0.702312,313.314,150.504,10.9814,3536.26,3536.26,0,1.72316,99.1556,1.72316,99.1556,0,18.3239,0,14.332,824.703,0,120.232,0.798863,0,150.504,10.9814,0.130049,3.80906,0,0.984836,66.1989,0.984836,66.1989,0,12.0679,0,8.19114,550.593,0,0.571528,0.667626,49.1338,3695,1
9527,61.3485,45.8013,0,0,45.8013,61.3485,0,0,0,0,0,0,42.4618,30.4808,17.077,3534.79,0.94,253.232,0,0.79742,314.488,79.4452,7.29798,3463.02,3463.02,0,1.11452,65.2644,1.11452,65.2644,0,12.0411,0,19.543,1144.4,0,57.0291,0.717842,0,79.4452,7.29798,0.160479,1.87098,0,0.611933,48.7248,0.611933,48.7248,0,8.76949,0,10.7302,854.385,0,0.549056,0.746576,49.3219,3695,1
6299,79.7074,60.1786,0,0,60.1786,79.7074,0,0,0,0,0,0,38.9115,26.6548,17.4244,3531.13,0.94,252.43,0,0.740946,307.252,134.698,9.51204,3526.05,3526.05,0,1.4775,84.7951,1.4775,84.7951,0,15.674,0,16.0128,918.99,0,92.2699,0.685011,0,134.698,9.51204,0.139132,3.46166,0,0.836106,64.0198,0.836106,64.0198,0,11.5544,0,9.06153,693.833,0,0.565892,0.754995,48.1622,3695,1
2577,104.454,67.4164,0,0,67.4164,104.454,0,0,0,0,0,0,34.6153,24.6051,16.7166,3518.75,0.94,257.057,0,0.804109,266.547,135.929,12.2409,3539.53,3539.53,0,1.85758,111.121,1.85758,111.121,0,20.4616,0,19.2255,1150.08,0,96.6207,0.710817,0,135.929,12.2409,0.157553,3.92685,0,0.950507,71.7196,0.950507,71.7196,0,12.9579,0,9.83751,742.28,0,0.511692,0.645416,41.6572,3695,1
4148,95.6998,69.4416,0,0,69.4416,95.6998,0,0,0,0,0,0,38.0585,28.1253,17.8496,3508.07,0.94,256.252,0,0.800185,303.85,117.154,11.2502,3512.72,3512.72,0,1.81724,101.808,1.81724,101.808,0,18.8621,0,20.9898,1175.93,0,86.5772,0.739004,0,117.154,11.2502,0.162393,3.07826,0,0.957234,73.874,0.957234,73.874,0,13.3253,0,11.0564,853.274,0,0.526751,0.725619,47.6172,3695,1
1869,109.987,76.4907,0,0,76.4907,109.987,0,0,0,0,0,0,39.6428,31.0042,17.0142,3407.02,0.94,258.242,0,0.774749,313.857,143.514,12.8301,3531.01,3531.01,0,1.99078,117.007,1.99078,117.007,0,21.5802,0,17.7367,1042.47,0,112.241,0.782088,0,143.514,12.8301,0.147543,3.62017,0,1.02672,81.3731,1.02672,81.3731,0,14.6503,0,9.14747,724.989,0,0.515736,0.695454,49.221,3695,1
5210,68.3373,51.5486,0,0,51.5486,68.3373,0,0,0,0,0,0,50.6047,42.5259,17.776,3545.56,0.94,259.155,0,0.753469,379.217,90.6087,7.94357,3457.27,3457.27,0,1.2923,72.6993,1.2923,72.6993,0,13.4637,0,16.9719,954.768,0,76.1434,0.840355,0,90.6087,7.94357,0.138458,1.79052,0,0.672486,54.839,0.672486,54.839,0,9.85368,0,8.83183,720.206,0,0.520378,0.754326,59.7542,3695,1
2692,96.5337,64.6622,0,0,64.6622,96.5337,0,0,0,0,0,0,37.1586,26.9529,17.778,3497.08,0.94,258.035,0,0.755723,290.393,127.175,11.2698,3524.78,3524.78,0,1.82572,102.695,1.82572,102.695,0,19.0191,0,19.7917,1113.27,0,92.2465,0.725348,0,127.175,11.2698,0.161661,3.4225,0,1.09015,68.7896,1.09015,68.7896,0,12.607,0,11.8177,745.715,0,0.597105,0.669841,45.464,3695,1
2947,99.7906,67.1661,0,0,67.1661,99.7906,0,0,0,0,0,0,33.5636,23.7831,17.7978,3448.47,0.94,256.788,0,0.808302,256.483,124.017,11.7066,3533.09,3533.09,0,1.88942,106.16,1.88942,106.16,0,19.6629,0,21.5005,1208.04,0,87.8782,0.7086,0,124.017,11.7066,0.164807,3.69498,0,1.04321,71.4533,1.04321,71.4533,0,13.006,0,11.871,813.095,0,0.55213,0.67307,40.0538,3695,1
9513,79.2246,58.6609,0,0,58.6609,79.2246,0,0,0,0,0,0,35.8464,29.5802,18.2043,3531.38,0.94,257.513,0,0.79069,285.024,95.5412,9.26781,3497.45,3497.45,0,1.53429,84.2815,1.53429,84.2815,0,15.6448,0,19.4608,1069.02,0,78.8401,0.825194,0,95.5412,9.26781,0.14867,2.6653,0,0.811186,62.4052,0.811186,62.4052,0,11.2591,0,10.289,791.542,0,0.528705,0.740438,44.606,3695,1
8620,96.2979,64.6537,0,0,64.6537,96.2979,0,0,0,0,0,0,38.9623,26.632,17.5958,3589.23,0.94,264.126,0,0.800846,309.327,126.715,10.9831,3519.17,3519.17,0,1.80259,102.445,1.80259,102.445,0,18.954,0,20.8118,1182.77,0,86.6142,0.683533,0,126.715,10.9831,0.158338,3.25226,0,0.989861,68.7806,0.989861,68.7806,0,12.5052,0,11.4284,794.102,0,0.549132,0.671393,48.4947,3695,1
3176,88.5275,65.25,0,0,65.25,88.5275,0,0,0,0,0,0,39.8629,28.897,16.5612,3624.19,0.94,255.765,0,0.784293,318.388,129.903,10.4269,3519.41,3519.41,0,1.5597,94.1782,1.5597,94.1782,0,17.3271,0,16.5629,1000.1,0,94.1684,0.724911,0,129.903,10.4269,0.141179,3.25876,0,0.814224,69.4149,0.814224,69.4149,0,12.4357,0,8.64647,737.136,0,0.522038,0.737059,49.9477,3695,1
8932,58.5931,43.2154,0,0,43.2154,58.5931,0,0,0,0,0,0,41.8654,30.0615,17.3844,3491.56,0.94,256.746,0,0.839569,303.074,72.0457,6.87479,3451.57,3451.57,0,1.08362,62.3331,1.08362,62.3331,0,11.5195,0,20.9466,1204.91,0,51.7326,0.718053,0,72.0457,6.87479,0.158285,1.72089,0,0.561037,45.9738,0.561037,45.9738,0,8.25802,0,10.8449,888.682,0,0.517743,0.737551,47.4929,3695,1
2809,82.8964,60.8104,0,0,60.8104,82.8964,0,0,0,0,0,0,33.4569,26.2295,17.592,3535.68,0.94,256.483,0,0.734367,255.076,119.161,9.73631,3529.29,3529.29,0,1.5514,88.1877,1.5514,88.1877,0,16.3159,0,16.6068,943.995,0,93.4196,0.78398,0,119.161,9.73631,0.14192,3.56163,0,0.896229,64.6919,0.896229,64.6919,0,11.727,0,9.59358,692.488,0,0.577689,0.733571,39.8299,3695,1
583,98.3907,68.1996,0,0,68.1996,98.3907,0,0,0,0,0,0,36.0227,28.2577,17.8624,3473.9,0.94,258.517,0,0.759481,279.758,121.017,11.4652,3522.75,3522.75,0,1.86967,104.671,1.86967,104.671,0,19.3938,0,19.6951,1102.6,0,94.9311,0.784442,0,121.017,11.4652,0.159022,3.35948,0,1.02979,72.5528,1.02979,72.5528,0,13.1767,0,10.8478,764.268,0,0.550788,0.693151,43.7648,3695,1
3278,46.1016,34.8504,0,0,34.8504,46.1016,0,0,0,0,0,0,40.4701,33.587,17.5227,3541.13,0.94,262.105,0,0.846155,334.937,41.3275,5.29857,3362.96,3362.96,0,0.859388,49.0443,0.859388,49.0443,0,9.07043,0,25.056,1429.92,0,34.2986,0.829922,0,41.3275,5.29857,0.182571,1.02119,0,0.478199,37.0749,0.478199,37.0749,0,6.68531,0,13.9422,1080.94,0,0.556441,0.755947,52.6064,3695,1
2595,87.4693,58.5689,0,0,58.5689,87.4693,0,0,0,0,0,0,36.3633,31.3851,17.8113,3485.44,0.94,253.052,0,0.75131,287.368,110.968,10.4127,3511.74,3511.74,0,1.65738,93.0524,1.65738,93.0524,0,17.2363,0,17.3048,971.564,0,95.7759,0.863099,0,110.968,10.4127,0.144706,3.05163,0,0.907313,62.3074,0.907313,62.3074,0,11.3389,0,9.47328,650.554,0,0.547437,0.669594,44.9806,3695,1
708,108.346,81.2119,0,0,81.2119,108.346,0,0,0,0,0,0,23.1487,19.0008,17.5026,3429.62,0.94,260.629,0,0.8824,168.31,93.836,12.523,3542.86,3542.86,0,2.01739,115.262,2.01739,115.262,0,21.3147,0,26.1924,1496.48,0,77.0219,0.820814,0,93.836,12.523,0.184259,4.05361,0,1.07288,86.3957,1.07288,86.3957,0,15.5373,0,13.9296,1121.7,0,0.531818,0.749559,26.0996,3695,1
7281,96.0468,65.9961,0,0,65.9961,96.0468,0,0,0,0,0,0,48.1031,43.8866,17.8294,3496.83,0.94,259.453,0,0.780637,367.658,94.5718,11.1517,3469.11,3469.11,0,1.82176,102.177,1.82176,102.177,0,18.9284,0,21.114,1184.23,0,86.2821,0.912345,0,94.5718,11.1517,0.165566,1.96602,0,0.920667,70.2086,0.920667,70.2086,0,12.6751,0,10.6704,813.71,0,0.505372,0.687124,57.8827,3695,1
5629,94.7293,69.6967,0,0,69.6967,94.7293,0,0,0,0,0,0,33.5124,26.6726,17.4548,3490.99,0.94,254.138,0,0.77187,255.714,121.679,11.2287,3531.31,3531.31,0,1.75902,100.776,1.75902,100.776,0,18.631,0,18.1633,1040.59,0,96.8449,0.795904,0,121.679,11.2287,0.150214,3.63087,0,1.00551,74.1454,1.00551,74.1454,0,13.419,0,10.3826,765.61,0,0.571629,0.735746,39.9313,3695,1
6120,66.1063,48.87,0,0,48.87,66.1063,0,0,0,0,0,0,41.1776,31.7357,18.1086,3553.5,0.94,258.515,0,0.767437,317.463,85.7185,7.70324,3473.82,3473.82,0,1.2735,70.3258,1.2735,70.3258,0,13.0475,0,19.2769,1064.52,0,66.0636,0.770705,0,85.7185,7.70324,0.151939,2.08168,0,0.71554,51.9893,0.71554,51.9893,0,9.41964,0,10.8311,786.958,0,0.561867,0.739263,49.7993,3695,1
245,95.948,71.5088,0,0,71.5088,95.948,0,0,0,0,0,0,29.0162,22.5997,16.9011,3651.03,0.94,261.351,0,0.808156,216.218,99.2495,11.0593,3524.72,3524.72,0,1.72514,102.072,1.72514,102.072,0,18.8142,0,22.3168,1320.43,0,77.3021,0.778866,0,99.2495,11.0593,0.177028,3.42049,0,0.957289,76.0731,0.957289,76.0731,0,13.6935,0,12.3837,984.102,0,0.554907,0.745287,33.6569,3695,1
3326,91.9888,65.0492,0,0,65.0492,91.9888,0,0,0,0,0,0,37.9596,31.3567,17.7674,3509.5,0.94,251.217,0,0.80673,304.977,99.1894,11.0307,3495.52,3495.52,0,1.73872,97.8604,1.73872,97.8604,0,18.1226,0,21.2205,1194.35,0,81.936,0.826056,0,99.1894,11.0307,0.166878,2.61303,0,0.855248,69.2013,0.855248,69.2013,0,12.441,0,10.438,844.578,0,0.491883,0.707143,47.7977,3695,1
875,93.1489,66.3625,0,0,66.3625,93.1489,0,0,0,0,0,0,40.4265,33.2649,17.7783,3517.16,0.94,252.06,0,0.826306,328.898,105.119,11.1324,3495.04,3495.04,0,1.76174,99.0946,1.76174,99.0946,0,18.3522,0,20.3675,1145.64,0,86.4973,0.82285,0,105.119,11.1324,0.155757,2.60026,0,0.970571,70.5984,0.970571,70.5984,0,12.7902,0,11.2208,816.191,0,0.550918,0.712434,51.6354,3695,1
2345,94.9543,67.3085,0,0,67.3085,94.9543,0,0,0,0,0,0,38.9028,31.2005,17.4429,3451.87,0.94,255.498,0,0.869108,312.304,97.9747,11.1955,3492.02,3492.02,0,1.76199,101.015,1.76199,101.015,0,18.6741,0,22.4239,1285.56,0,78.5767,0.80201,0,97.9747,11.1955,0.163937,2.51845,0,0.941087,71.6048,0.941087,71.6048,0,12.9292,0,11.9767,911.272,0,0.534104,0.708852,48.972,3695,1
7123,84.3816,59.0724,0,0,59.0724,84.3816,0,0,0,0,0,0,32.3845,26.8288,17.7932,3582.38,0.94,267.512,0,0.816754,251.603,82.4931,9.50213,3493.09,3493.09,0,1.59725,89.7677,1.59725,89.7677,0,16.6262,0,23.3718,1313.52,0,68.3411,0.828446,0,82.4931,9.50213,0.170235,2.5473,0,0.840549,62.843,0.840549,62.843,0,11.3618,0,12.2993,919.549,0,0.526247,0.700063,39.2768,3695,1
7767,61.0832,40.7717,0,0,40.7717,61.0832,0,0,0,0,0,0,41.4846,33.945,17.4785,3539.13,0.94,254.491,0,0.831927,300.362,57.5195,7.23046,3411.79,3411.79,0,1.13579,64.9821,1.13579,64.9821,0,12.0152,0,24.1321,1380.67,0,47.0656,0.818254,0,57.5195,7.23046,0.184662,1.38653,0,0.573247,43.3742,0.573247,43.3742,0,7.835,0,12.1798,921.57,0,0.504712,0.667479,47.0587,3695,1
9805,69.6467,45.6146,0,0,45.6146,69.6467,0,0,0,0,0,0,30.847,28.3323,17.1445,3510.34,0.94,254.64,0,0.801681,236.928,70.2758,8.23931,3481.46,3481.46,0,1.27027,74.0922,1.27027,74.0922,0,13.6749,0,19.6798,1147.88,0,64.5468,0.918478,0,70.2758,8.23931,0.159226,2.2782,0,0.698986,48.5262,0.698986,48.5262,0,8.82329,0,10.8291,751.799,0,0.550265,0.654943,36.9433,3695,1
2746,109.269,78.6591,0,0,78.6591,109.269,0,0,0,0,0,0,29.7735,22.7471,17.6214,3594.45,0.94,259.623,0,0.76116,216.92,153.161,12.6786,3572.58,3572.58,0,2.04837,116.244,2.04837,116.244,0,21.51,0,17.505,993.399,0,117.016,0.764007,0,153.161,12.6786,0.142347,5.14421,0,1.10204,83.6799,1.10204,83.6799,0,15.1118,0,9.41787,715.114,0,0.538009,0.719867,33.7682,3695,1
1111,91.2426,66.7585,0,0,66.7585,91.2426,0,0,0,0,0,0,34.7196,25.4795,17.075,3662.41,0.94,261.95,0,0.762799,266.593,124.714,10.4929,3530.23,3530.23,0,1.65742,97.0666,1.65742,97.0666,0,17.9084,0,18.1092,1060.57,0,91.5232,0.733863,0,124.714,10.4929,0.150298,3.59204,0,0.870688,71.0197,0.870688,71.0197,0,12.7609,0,9.5133,775.975,0,0.525329,0.731659,41.6645,3695,1
6406,75.5486,51.75,0,0,51.75,75.5486,0,0,0,0,0,0,42.7895,36.1551,17.0667,3487.61,0.94,252.288,0,0.818317,312.696,75.8011,9.02082,3455.71,3455.71,0,1.37167,80.3708,1.37167,80.3708,0,14.8274,0,21.4161,1254.84,0,64.0484,0.844954,0,75.8011,9.02082,0.172114,1.77149,0,0.735627,55.0532,0.735627,55.0532,0,9.95268,0,11.4855,859.556,0,0.536301,0.68499,49.0346,3695,1
9973,78.3711,57.1902,0,0,57.1902,78.3711,0,0,0,0,0,0,35.2186,25.1401,17.7571,3511.84,0.94,257.782,0,0.835888,275.994,81.7781,9.1584,3483.48,3483.48,0,1.48047,83.3735,1.48047,83.3735,0,15.4389,0,25.3611,1428.23,0,58.3756,0.713829,0,81.7781,9.1584,0.18769,2.32201,0,0.755088,60.8407,0.755088,60.8407,0,10.9411,0,12.935,1042.23,0,0.510032,0.729737,43.1642,3695,1
7676,81.6026,54.2028,0,0,54.2028,81.6026,0,0,0,0,0,0,37.6093,29.6975,17.4531,3482.5,0.94,260.352,0,0.821663,298.368,89.5716,9.44192,3486.22,3486.22,0,1.51513,86.8113,1.51513,86.8113,0,16.0492,0,21.4217,1227.38,0,70.7287,0.789633,0,89.5716,9.44192,0.162469,2.38164,0,0.891934,57.6625,0.891934,57.6625,0,10.5458,0,12.6107,815.264,0,0.588686,0.664229,46.7395,3695,1
9529,93.8598,66.1453,0,0,66.1453,93.8598,0,0,0,0,0,0,36.7385,28.9299,17.8856,3672.78,0.94,251.569,0,0.798146,290.333,113.677,11.2393,3513.31,3513.31,0,1.78589,99.8508,1.78589,99.8508,0,18.503,0,19.9508,1115.46,0,89.515,0.787453,0,113.677,11.2393,0.157312,3.09421,0,1.01995,70.3673,1.01995,70.3673,0,12.8009,0,11.3942,786.095,0,0.571117,0.704724,45.4545,3695,1
1555,68.2074,45.6201,0,0,45.6201,68.2074,0,0,0,0,0,0,44.393,37.497,17.395,3483.63,0.94,255.201,0,0.757909,322.872,75.6712,8.05131,3450.23,3450.23,0,1.2622,72.5611,1.2622,72.5611,0,13.4104,0,19.7477,1135.25,0,63.9164,0.844659,0,75.6712,8.05131,0.166202,1.70457,0,0.646816,48.532,0.646816,48.532,0,8.77209,0,10.1197,759.304,0,0.512452,0.668843,50.6674,3695,1
4806,95.6835,66.2767,0,0,66.2767,95.6835,0,0,0,0,0,0,32.1892,25.2896,17.1799,3490.57,0.94,251.162,0,0.751401,244.563,125.178,11.4762,3538.47,3538.47,0,1.74876,101.791,1.74876,101.791,0,18.7907,0,17.7816,1035.03,0,98.3463,0.785653,0,125.178,11.4762,0.155299,3.88881,0,0.856833,70.5071,0.856833,70.5071,0,12.6612,0,8.7124,716.927,0,0.489966,0.692666,38.157,3695,1
1290,85.8581,60.9939,0,0,60.9939,85.8581,0,0,0,0,0,0,41.2931,33.9677,17.5288,3596.31,0.94,253.533,0,0.76158,339.631,117.037,10.2015,3503.69,3503.69,0,1.60105,91.3385,1.60105,91.3385,0,16.893,0,16.63,948.724,0,96.2751,0.822601,0,117.037,10.2015,0.139134,2.83431,0,0.875975,64.8871,0.875975,64.8871,0,11.7394,0,9.09867,673.976,0,0.547125,0.710403,53.3617,3695,1
2895,84.4672,62.0648,0,0,62.0648,84.4672,0,0,0,0,0,0,39.1022,27.8651,17.9251,3435.02,0.94,250.296,0,0.813302,315.762,101.34,10.166,3494.73,3494.73,0,1.61072,89.8587,1.61072,89.8587,0,16.655,0,22.3039,1244.29,0,72.217,0.712623,0,101.34,10.166,0.173085,2.59166,0,0.887984,66.0264,0.887984,66.0264,0,11.9422,0,12.296,914.278,0,0.551295,0.734781,49.5264,3695,1
4982,122.709,88.9189,0,0,88.9189,122.709,0,0,0,0,0,0,29.4695,23.064,16.7631,3461.21,0.94,250.453,0,0.770943,206.189,166.032,14.7593,3590.38,3590.38,0,2.18828,130.541,2.18828,130.541,0,24.0436,0,16.8403,1004.6,0,129.943,0.78264,0,166.032,14.7593,0.14733,5.63402,0,1.15426,94.5945,1.15426,94.5945,0,16.9914,0,8.88285,727.97,0,0.527476,0.724634,32.0696,3695,1
8222,66.5352,46.2379,0,0,46.2379,66.5352,0,0,0,0,0,0,36.4454,29.588,18.343,3519.15,0.94,253.593,0,0.819839,267.583,70.0916,7.9037,3466.37,3466.37,0,1.29835,70.7821,1.29835,70.7821,0,13.1488,0,22.8168,1243.9,0,56.9034,0.811843,0,70.0916,7.9037,0.169419,1.92319,0,0.677164,49.1892,0.677164,49.1892,0,8.91247,0,11.9002,864.433,0,0.521556,0.694938,41.8224,3695,1
3351,90.0837,66.3074,0,0,66.3074,90.0837,0,0,0,0,0,0,30.4076,26.299,16.8423,3596.18,0.94,252.332,0,0.72355,229.371,125.693,10.7545,3544.95,3544.95,0,1.61406,95.8337,1.61406,95.8337,0,17.6586,0,14.8475,881.558,0,108.709,0.864881,0,125.693,10.7545,0.136727,4.1336,0,0.805606,70.5398,0.805606,70.5398,0,12.6155,0,7.41063,648.884,0,0.499117,0.736065,35.7433,3695,1
272,97.9351,70.2605,0,0,70.2605,97.9351,0,0,0,0,0,0,31.2406,22.9823,17.2872,3585.04,0.94,254.484,0,0.822696,235.941,117.947,11.593,3535.33,3535.33,0,1.80109,104.186,1.80109,104.186,0,19.2441,0,20.7573,1200.73,0,86.7688,0.735657,0,117.947,11.593,0.162402,3.77546,0,0.827448,74.7453,0.827448,74.7453,0,13.3414,0,9.53624,861.43,0,0.459416,0.717419,36.7866,3695,1
