TrialNumber,Accumulation size Dry Gas,Accumulation size Dry Gas,Accumulation size Dry Gas from Assoc. Gas,Accumulation size Dry Gas from Assoc. Gas,Accumulation size Dry Gas from Non Assoc. Gas,Accumulation size Dry Gas from Non Assoc. Gas,Accumulation size NGL,Accumulation size NGL,Accumulation size NGL from Assoc. Gas,Accumulation size NGL from Assoc. Gas,Accumulation size NGL from Non Assoc. Gas,Accumulation size NGL from Non Assoc. Gas,Average gross pay,Average net pay,Condensate yield,Depth of crest,Dry gas shrinkage factor,Expansion factor gas (1/Bg),Fraction HC gas losses / fuel use,Gas saturation,Gross rock volume - result,HC bearing gross rock volume,HC pore volume,HC water contact,HC water contact - result,Inplace.Accumulation size Assoc. Gas,Inplace.Accumulation size Condensate,Inplace.Accumulation size Gas,Inplace.Accumulation size HC liquid,Inplace.Accumulation size Non Assoc. Gas,Inplace.Accumulation size Oil,Inplace.Accumulation size Total Resources,Inplace.Yield factor Assoc. Gas,Inplace.Yield factor Condensate,Inplace.Yield factor Non Assoc. Gas,Inplace.Yield factor Oil,Net rock volume - result,Net/gross ratio,NGL yield from non-assoc. gas,Non Assoc. Gas gross rock volume,Non Assoc. Gas pore volume,Porosity,Productive area,Recoverable.Accumulation size Assoc. Gas,Recoverable.Accumulation size Condensate,Recoverable.Accumulation size Gas,Recoverable.Accumulation size HC liquid,Recoverable.Accumulation size Non Assoc. Gas,Recoverable.Accumulation size Oil,Recoverable.Accumulation size Total Resources,Recoverable.Yield factor Assoc. Gas,Recoverable.Yield factor Condensate,Recoverable.Yield factor Non Assoc. Gas,Recoverable.Yield factor Oil,Recovery factor Condensate,Recovery factor Non Assoc. Gas,Reservoir thickness,Spill point depth,Wet gas shrinkage factor
6456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0101,3557.12,0.94,260.816,0,0.795122,314.479,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.744391,0,0,0,0.149181,0,0,0,0,0,0,0,0,0,0,0,0,0.58409,0.658052,49.3205,3695,1
3490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8806,3534.39,0.94,259.95,0,0.824286,319.228,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.760081,0,0,0,0.158106,0,0,0,0,0,0,0,0,0,0,0,0,0.513059,0.735399,50.0825,3695,1
1538,55.5712,36.9704,0,0,36.9704,55.5712,0,0,0,0,0,0,23.5298,18.8106,18.181,3521.99,0.94,255.233,0,0.789295,172.3,69.8273,6.55888,3508.62,3508.62,0,1.07483,59.1183,1.07483,59.1183,0,10.9725,0,19.2544,1059.04,0,55.8225,0.799437,0,69.8273,6.55888,0.148861,2.96762,0,0.537097,39.3302,0.537097,39.3302,0,7.1218,0,9.62152,704.559,0,0.499705,0.66528,26.7266,3695,1
5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.693,3550.62,0.94,258.358,0,0.735183,256.995,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.829918,0,0,0,0.135246,0,0,0,0,0,0,0,0,0,0,0,0,0.567092,0.73734,40.1354,3695,1
6312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9022,3515.87,0.94,263.836,0,0.79932,282.842,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.814162,0,0,0,0.140754,0,0,0,0,0,0,0,0,0,0,0,0,0.564611,0.734485,44.2574,3695,1
1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4089,3627.78,0.94,258.004,0,0.806652,283.614,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.777613,0,0,0,0.162119,0,0,0,0,0,0,0,0,0,0,0,0,0.565286,0.69862,44.3806,3695,1
1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8716,3520.43,0.94,256.694,0,0.822657,353.636,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.754567,0,0,0,0.164774,0,0,0,0,0,0,0,0,0,0,0,0,0.556208,0.721768,55.6178,3695,1
4662,44.9407,29.4035,0,0,29.4035,44.9407,0,0,0,0,0,0,25.1037,23.8468,17.6258,3393.55,0.94,263.554,0,0.77863,175.818,45.2154,5.13673,3458.14,3458.14,0,0.842677,47.8092,0.842677,47.8092,0,8.84694,0,19.6192,1113.1,0,42.9516,0.949933,0,45.2154,5.13673,0.153595,1.80114,0,0.443559,31.2803,0.443559,31.2803,0,5.68054,0,10.327,728.269,0,0.526369,0.654273,27.2798,3695,1
4478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4719,3524.86,0.94,252.03,0,0.776662,231.894,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.71968,0,0,0,0.165567,0,0,0,0,0,0,0,0,0,0,0,0,0.511415,0.721971,36.1438,3695,1
7972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2611,3489.98,0.94,258.743,0,0.819203,273.951,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.789931,0,0,0,0.162547,0,0,0,0,0,0,0,0,0,0,0,0,0.519897,0.675241,42.8381,3695,1
9516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2334,3646.7,0.94,255.355,0,0.844469,244.204,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.872618,0,0,0,0.178834,0,0,0,0,0,0,0,0,0,0,0,0,0.569339,0.659899,38.0999,3695,1
3338,44.9024,32.8194,0,0,32.8194,44.9024,0,0,0,0,0,0,24.7233,17.5109,17.5463,3448.87,0.94,250.306,0,0.776367,183.38,67.5125,5.40401,3499.86,3499.86,0,0.838163,47.7685,0.838163,47.7685,0,8.83562,0,17.5284,998.979,0,47.8174,0.708275,0,67.5125,5.40401,0.145567,2.73072,0,0.438444,34.9143,0.438444,34.9143,0,6.28383,0,9.16914,730.159,0,0.523101,0.730905,28.47,3695,1
3480,48.3889,35.6732,0,0,35.6732,48.3889,0,0,0,0,0,0,26.6641,20.7487,17.4261,3528.02,0.94,255.695,0,0.758311,200.634,70.397,5.70086,3496.52,3496.52,0,0.897051,51.4776,0.897051,51.4776,0,9.51547,0,16.3757,939.725,0,54.7794,0.778149,0,70.397,5.70086,0.137238,2.64014,0,0.50434,37.9503,0.50434,37.9503,0,6.85801,0,9.20674,692.784,0,0.56222,0.737219,31.1916,3695,1
3222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5756,3609.39,0.94,255.457,0,0.793941,334.626,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.804201,0,0,0,0.152091,0,0,0,0,0,0,0,0,0,0,0,0,0.56424,0.693362,52.5565,3695,1
6775,44.7612,31.846,0,0,31.846,44.7612,0,0,0,0,0,0,31.7176,23.5978,17.7769,3621.4,0.94,256.697,0,0.73577,233.528,63.9534,5.25289,3471.37,3471.37,0,0.846507,47.6183,0.846507,47.6183,0,8.81881,0,17.7908,1000.78,0,47.5812,0.743998,0,63.9534,5.25289,0.150045,2.01634,0,0.452221,33.8788,0.452221,33.8788,0,6.12423,0,9.50419,712.02,0,0.53422,0.711465,36.4032,3695,1
3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2583,3491.12,0.94,260.278,0,0.804948,217.333,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.795364,0,0,0,0.161773,0,0,0,0,0,0,0,0,0,0,0,0,0.541786,0.742653,33.8336,3695,1
1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8367,3598.92,0.94,255.312,0,0.846194,305.715,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.819816,0,0,0,0.166823,0,0,0,0,0,0,0,0,0,0,0,0,0.589719,0.70911,47.9158,3695,1
8310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4283,3587.34,0.94,255.706,0,0.809533,238.013,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.845626,0,0,0,0.174102,0,0,0,0,0,0,0,0,0,0,0,0,0.545036,0.693927,37.1158,3695,1
2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3193,3517.03,0.94,249.26,0,0.835164,239.723,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.830893,0,0,0,0.174053,0,0,0,0,0,0,0,0,0,0,0,0,0.576532,0.720868,37.3875,3695,1
8104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5656,3619.4,0.94,251.449,0,0.748574,266.715,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.8606,0,0,0,0.152135,0,0,0,0,0,0,0,0,0,0,0,0,0.566816,0.685614,41.6842,3695,1
2716,28.7801,20.56,0,0,20.56,28.7801,0,0,0,0,0,0,30.0575,23.3926,17.2052,3585.74,0.94,253.763,0,0.820042,229.283,31.6711,3.41649,3365.87,3365.87,0,0.526774,30.6171,0.526774,30.6171,0,5.65272,0,21.3715,1242.15,0,24.6484,0.778262,0,31.6711,3.41649,0.169027,1.05368,0,0.279683,21.8723,0.279683,21.8723,0,3.94157,0,11.3469,887.373,0,0.530937,0.714383,35.7292,3695,1
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1435,3453.18,0.94,255.085,0,0.859584,271.689,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.769321,0,0,0,0.159666,0,0,0,0,0,0,0,0,0,0,0,0,0.529908,0.751033,42.4773,3695,1
2851,50.3606,33.0563,0,0,33.0563,50.3606,0,0,0,0,0,0,31.1631,22.934,17.4655,3454.39,0.94,254.7,0,0.766711,239.948,72.5502,5.95633,3483.76,3483.76,0,0.935716,53.5751,0.935716,53.5751,0,9.90532,0,17.5253,1003.43,0,53.3922,0.735934,0,72.5502,5.95633,0.145502,2.32808,0,0.504686,35.1663,0.504686,35.1663,0,6.39227,0,9.45243,658.642,0,0.539358,0.656392,37.4234,3695,1
8786,32.9086,22.7347,0,0,22.7347,32.9086,0,0,0,0,0,0,28.8492,26.3901,18.2045,3508.39,0.94,255.329,0,0.732913,201.252,39.2616,3.88264,3408.59,3408.59,0,0.637323,35.0092,0.637323,35.0092,0,6.4986,0,17.7453,974.779,0,35.915,0.914761,0,39.2616,3.88264,0.147502,1.36093,0,0.332461,24.1859,0.332461,24.1859,0,4.38168,0,9.25689,673.42,0,0.521652,0.690843,31.2893,3695,1
3851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8948,3502.09,0.94,262.003,0,0.810923,248.407,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.856339,0,0,0,0.165367,0,0,0,0,0,0,0,0,0,0,0,0,0.521925,0.711262,38.7683,3695,1
9646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6063,3546.67,0.94,256.549,0,0.856031,287.912,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.723127,0,0,0,0.181921,0,0,0,0,0,0,0,0,0,0,0,0,0.583588,0.724926,45.0673,3695,1
6177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1731,3580.2,0.94,251.258,0,0.793315,269.066,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.829708,0,0,0,0.160367,0,0,0,0,0,0,0,0,0,0,0,0,0.495282,0.715754,42.0588,3695,1
3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5789,3606.16,0.94,249.737,0,0.825028,319.051,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.758326,0,0,0,0.175962,0,0,0,0,0,0,0,0,0,0,0,0,0.555289,0.667003,50.0543,3695,1
8606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8173,3520.21,0.94,256.35,0,0.851898,254.397,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.735184,0,0,0,0.175181,0,0,0,0,0,0,0,0,0,0,0,0,0.533795,0.691642,39.7218,3695,1
1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5409,3562.44,0.94,254.691,0,0.774804,229.62,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.788585,0,0,0,0.154668,0,0,0,0,0,0,0,0,0,0,0,0,0.581293,0.764836,35.7827,3695,1
3451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0052,3565.91,0.94,259.925,0,0.760785,316.86,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.748718,0,0,0,0.147815,0,0,0,0,0,0,0,0,0,0,0,0,0.555335,0.723219,49.7025,3695,1
3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.245,3433.35,0.94,251.539,0,0.755566,358.62,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.78473,0,0,0,0.161351,0,0,0,0,0,0,0,0,0,0,0,0,0.590532,0.663494,56.422,3695,1
2614,31.603,21.7699,0,0,21.7699,31.603,0,0,0,0,0,0,30.275,24.4957,17.2605,3515.4,0.94,254.881,0,0.728625,213.024,45.7717,3.73514,3427.17,3427.17,0,0.580301,33.6202,0.580301,33.6202,0,6.20903,0,15.6693,907.816,0,37.0342,0.809106,0,45.7717,3.73514,0.13842,1.51187,0,0.308047,23.1595,0.308047,23.1595,0,4.18543,0,8.31791,625.355,0,0.53084,0.688856,33.1511,3695,1
3706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5583,3581.15,0.94,257.628,0,0.79086,217.746,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.802985,0,0,0,0.165017,0,0,0,0,0,0,0,0,0,0,0,0,0.569955,0.728845,33.8991,3695,1
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8355,3549.4,0.94,254.191,0,0.791691,276.924,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.8584,0,0,0,0.151552,0,0,0,0,0,0,0,0,0,0,0,0,0.498535,0.744887,43.3125,3695,1
8867,51.3259,34.0132,0,0,34.0132,51.3259,0,0,0,0,0,0,26.6411,23.9663,17.8123,3539.29,0.94,255.245,0,0.805127,191.56,52.9012,6.05754,3470.22,3470.22,0,0.97259,54.602,0.97259,54.602,0,10.1141,0,20.437,1147.35,0,47.5897,0.899597,0,52.9012,6.05754,0.158095,1.9857,0,0.497757,36.1843,0.497757,36.1843,0,6.55576,0,10.4593,760.338,0,0.511785,0.662691,29.7593,3695,1
2310,45.4027,33.691,0,0,33.691,45.4027,0,0,0,0,0,0,28.5747,25.5779,16.9971,3401.39,0.94,251.58,0,0.70399,217.418,66.0798,5.43654,3483.04,3483.04,0,0.820971,48.3008,0.820971,48.3008,0,8.90753,0,13.8795,816.586,0,59.1497,0.895125,0,66.0798,5.43654,0.130558,2.31253,0,0.43578,35.8415,0.43578,35.8415,0,6.4364,0,7.36741,605.945,0,0.530811,0.742048,33.8473,3695,1
7265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8433,3508.86,0.94,253.433,0,0.807985,291.839,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.836795,0,0,0,0.149789,0,0,0,0,0,0,0,0,0,0,0,0,0.474549,0.724468,45.6952,3695,1
3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5055,3554.36,0.94,252.292,0,0.857977,279.712,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.68707,0,0,0,0.187665,0,0,0,0,0,0,0,0,0,0,0,0,0.503161,0.717994,43.7575,3695,1
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5594,3469.1,0.94,253.07,0,0.777723,236.641,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.747321,0,0,0,0.155811,0,0,0,0,0,0,0,0,0,0,0,0,0.491661,0.741841,36.8977,3695,1
6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5757,3435.15,0.94,255.992,0,0.74384,268.951,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.902677,0,0,0,0.138634,0,0,0,0,0,0,0,0,0,0,0,0,0.488275,0.669079,42.0404,3695,1
4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1147,3530.18,0.94,262.391,0,0.730354,286.526,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.820574,0,0,0,0.148261,0,0,0,0,0,0,0,0,0,0,0,0,0.581125,0.716892,44.8459,3695,1
6813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8137,3582.21,0.94,254.414,0,0.798533,285.429,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.799104,0,0,0,0.161524,0,0,0,0,0,0,0,0,0,0,0,0,0.539382,0.634579,44.6708,3695,1
6924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2283,3584.79,0.94,267.249,0,0.814699,287.356,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.846371,0,0,0,0.153435,0,0,0,0,0,0,0,0,0,0,0,0,0.533875,0.735518,44.9785,3695,1
3240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3194,3523.31,0.94,249.969,0,0.864833,281.272,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.730831,0,0,0,0.178446,0,0,0,0,0,0,0,0,0,0,0,0,0.574632,0.709523,44.0067,3695,1
5550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6875,3435.8,0.94,253.882,0,0.806293,284.365,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.84391,0,0,0,0.163222,0,0,0,0,0,0,0,0,0,0,0,0,0.557242,0.749616,44.5008,3695,1
497,54.8405,38.6256,0,0,38.6256,54.8405,0,0,0,0,0,0,23.5205,17.2372,17.3378,3601.17,0.94,266.349,0,0.804113,172.157,70.1376,6.2025,3509.16,3509.16,0,1.0115,58.341,1.0115,58.341,0,10.779,0,19.6787,1135.02,0,51.4009,0.732859,0,70.1376,6.2025,0.150065,2.98197,0,0.529002,41.0911,0.529002,41.0911,0,7.40851,0,10.2917,799.423,0,0.522986,0.704326,26.7041,3695,1
5012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8184,3523.32,0.94,252.282,0,0.811986,307.971,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.699146,0,0,0,0.177323,0,0,0,0,0,0,0,0,0,0,0,0,0.577852,0.743268,48.2773,3695,1
5808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6033,3386.39,0.94,252.986,0,0.787177,257.238,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.78723,0,0,0,0.162302,0,0,0,0,0,0,0,0,0,0,0,0,0.554058,0.717373,40.1741,3695,1
5806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4236,3500.1,0.94,259.529,0,0.807816,316.261,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.740013,0,0,0,0.166744,0,0,0,0,0,0,0,0,0,0,0,0,0.523375,0.749014,49.6065,3695,1
9695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0025,3518.11,0.94,257.06,0,0.832154,253.256,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.76674,0,0,0,0.160909,0,0,0,0,0,0,0,0,0,0,0,0,0.527939,0.763469,39.5401,3695,1
1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2306,3506.37,0.94,252.935,0,0.836344,224.277,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.85729,0,0,0,0.159261,0,0,0,0,0,0,0,0,0,0,0,0,0.53111,0.734019,34.9348,3695,1
5316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1352,3480.07,0.94,259.479,0,0.881418,220.984,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.738103,0,0,0,0.17234,0,0,0,0,0,0,0,0,0,0,0,0,0.530369,0.735185,34.4123,3695,1
5828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9596,3539.25,0.94,251.023,0,0.792845,261.64,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.776878,0,0,0,0.163027,0,0,0,0,0,0,0,0,0,0,0,0,0.483421,0.719743,40.8752,3695,1
2549,29.7215,20.5621,0,0,20.5621,29.7215,0,0,0,0,0,0,30.3691,21.3442,18.0121,3686.1,0.94,259.905,0,0.75409,214.07,44.4018,3.44487,3420.79,3420.79,0,0.569518,31.6186,0.569518,31.6186,0,5.86313,0,18.2499,1013.2,0,31.2067,0.702825,0,44.4018,3.44487,0.146387,1.46207,0,0.301101,21.8745,0.301101,21.8745,0,3.96336,0,9.64861,700.956,0,0.528695,0.691826,33.3169,3695,1
1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0576,3601.26,0.94,255.388,0,0.777585,329.79,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.827008,0,0,0,0.158294,0,0,0,0,0,0,0,0,0,0,0,0,0.521205,0.734514,51.7788,3695,1
943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1828,3530.27,0.94,254.659,0,0.731028,326.699,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.770352,0,0,0,0.144518,0,0,0,0,0,0,0,0,0,0,0,0,0.56598,0.726028,51.2822,3695,1
3907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4953,3611.88,0.94,258.591,0,0.857664,208.036,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.858141,0,0,0,0.177435,0,0,0,0,0,0,0,0,0,0,0,0,0.551084,0.768745,32.3619,3695,1
9855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3205,3479.91,0.94,253.073,0,0.840944,306.498,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.767434,0,0,0,0.166746,0,0,0,0,0,0,0,0,0,0,0,0,0.540047,0.686751,48.0412,3695,1
1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6867,3455.64,0.94,259.919,0,0.823752,294.613,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.723833,0,0,0,0.141064,0,0,0,0,0,0,0,0,0,0,0,0,0.547666,0.734217,46.1386,3695,1
2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8797,3497.33,0.94,254.797,0,0.868709,290.119,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.806324,0,0,0,0.163688,0,0,0,0,0,0,0,0,0,0,0,0,0.54947,0.757825,45.4202,3695,1
2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9646,3603.41,0.94,257.536,0,0.832021,254.621,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.812101,0,0,0,0.172445,0,0,0,0,0,0,0,0,0,0,0,0,0.587496,0.681467,39.7572,3695,1
5241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5594,3586.45,0.94,255.678,0,0.751605,263.249,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.785323,0,0,0,0.150079,0,0,0,0,0,0,0,0,0,0,0,0,0.515822,0.706048,41.1316,3695,1
3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6284,3499.25,0.94,255.507,0,0.791944,280.2,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.83343,0,0,0,0.150767,0,0,0,0,0,0,0,0,0,0,0,0,0.532457,0.682825,43.8355,3695,1
6855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5848,3382.03,0.94,263.958,0,0.825002,359.47,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.707875,0,0,0,0.171075,0,0,0,0,0,0,0,0,0,0,0,0,0.538289,0.741288,56.5594,3695,1
7165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8753,3553.09,0.94,257.171,0,0.781246,330.552,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.817138,0,0,0,0.156905,0,0,0,0,0,0,0,0,0,0,0,0,0.553422,0.7422,51.9013,3695,1
2331,32.3641,24.1649,0,0,24.1649,32.3641,0,0,0,0,0,0,25.6602,18.304,17.8243,3536.95,0.94,258.583,0,0.816588,178.76,37.7826,3.77033,3422.12,3422.12,0,0.613688,34.4299,0.613688,34.4299,0,6.37797,0,22.7704,1277.49,0,26.9512,0.713322,0,37.7826,3.77033,0.171317,1.47242,0,0.334736,25.7073,0.334736,25.7073,0,4.63868,0,12.4201,953.849,0,0.545449,0.746658,27.7426,3695,1
8463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4142,3555.18,0.94,249.061,0,0.868302,269.219,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.80562,0,0,0,0.175874,0,0,0,0,0,0,0,0,0,0,0,0,0.524011,0.665042,42.0833,3695,1
4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4932,3495.25,0.94,253.149,0,0.766014,264.049,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.790824,0,0,0,0.165738,0,0,0,0,0,0,0,0,0,0,0,0,0.560942,0.763328,41.2589,3695,1
3255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2552,3567.95,0.94,256.797,0,0.833768,233.485,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.803456,0,0,0,0.161934,0,0,0,0,0,0,0,0,0,0,0,0,0.537276,0.686427,36.3965,3695,1
5771,48.4953,34.04,0,0,34.04,48.4953,0,0,0,0,0,0,31.9408,23.3054,16.9301,3542.14,0.94,257.917,0,0.797262,231.298,61.0915,5.66417,3465.69,3465.69,0,0.873439,51.5908,0.873439,51.5908,0,9.51082,0,19.5948,1157.39,0,44.5751,0.729645,0,61.0915,5.66417,0.159383,1.91265,0,0.417749,36.2128,0.417749,36.2128,0,6.48053,0,9.37181,812.399,0,0.478281,0.701923,36.0491,3695,1
5406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7955,3526.11,0.94,258.089,0,0.797686,225.982,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.813099,0,0,0,0.173095,0,0,0,0,0,0,0,0,0,0,0,0,0.542798,0.740079,35.2054,3695,1
5807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9091,3526.13,0.94,252.67,0,0.807091,321.099,0,0,3166.59,3166.59,0,0,0,0,0,0,0,0,0,0,0,0,0.743799,0,0,0,0.157871,0,0,0,0,0,0,0,0,0,0,0,0,0.592248,0.76009,50.3827,3695,1
8173,31.2448,21.4739,0,0,21.4739,31.2448,0,0,0,0,0,0,36.6752,27.9799,17.3464,3554.81,0.94,252.441,0,0.724502,262.071,48.5893,3.72851,3403.69,3403.69,0,0.576578,33.2391,0.576578,33.2391,0,6.1415,0,15.5541,896.675,0,37.0693,0.762911,0,48.5893,3.72851,0.138829,1.32485,0,0.323369,22.8446,0.323369,22.8446,0,4.14803,0,8.72337,616.267,0,0.560842,0.68728,40.9437,3695,1
7201,45.4762,32.8675,0,0,32.8675,45.4762,0,0,0,0,0,0,30.8518,24.5125,17.063,3520.09,0.94,266.967,0,0.70959,223.44,59.7941,5.13149,3467.32,3467.32,0,0.825488,48.379,0.825488,48.379,0,8.92514,0,17.3759,1018.34,0,47.5077,0.794522,0,59.7941,5.13149,0.15222,1.93811,0,0.468675,34.9654,0.468675,34.9654,0,6.32261,0,9.86523,735.993,0,0.567754,0.722739,34.8021,3695,1
